Name,Id,Level,Hp,BaseExp,JobExp,Size,Race,Element,Custom
Ancient Tao Gunka,20273,169,19280000,400155200,300116400,Large,Demon,Neutral3,False
Ancient Stone Shooter,20274,166,692500,7562100,5671600,Medium,Plant,Fire3,False
Ancient Wootan Shooter,20275,164,702100,7666900,5750200,Medium,DemiHuman,Earth2,False
Ancient Wootan Fighter,20276,167,725500,7922500,5941800,Medium,DemiHuman,Fire2,False
Ancient Wootan Defender,20277,169,20154000,400155200,300116400,Large,DemiHuman,Fire4,False
Ancient Megalith,20278,166,708500,0,0,Large,Formless,Neutral4,False
Ancient Wootan Shooter,20279,164,702100,0,0,Medium,DemiHuman,Earth2,False
Ancient Wootan Fighter,20280,167,725500,0,0,Medium,DemiHuman,Fire2,False
Heart Hunter Bellare,20355,120,30159,335100,268100,Medium,DemiHuman,Neutral2,False
Senior Heart Hunter Bellare,20356,165,473302,4302700,3011900,Medium,DemiHuman,Neutral3,False
Heart Hunter Sanare,20357,120,30159,335100,268100,Medium,DemiHuman,Neutral2,False
Greater Heart Hunter Sanare,20358,168,482327,4384800,3069400,Medium,DemiHuman,Neutral2,False
Plaga,20359,164,466948,4245000,2971500,Medium,Dragon,Neutral2,False
Mutant Plaga,20360,178,760548,13828200,9698700,Medium,Dragon,Neutral2,False
Dolor,20361,122,40204,446700,357400,Medium,DemiHuman,Poison2,False
Mutant Dolor,20362,173,742501,13550000,9450000,Medium,Brute,Poison3,False
Venenum,20363,123,40720,462400,362000,Medium,Brute,Neutral2,False
Mutant Venenum,20364,176,755670,13739400,9617600,Medium,DemiHuman,Neutral3,False
Twin Caput,20365,125,41735,463700,371000,Medium,DemiHuman,Dark2,False
Mutant Twin Caput,20366,175,750501,13645400,9551800,Medium,DemiHuman,Dark2,False
Contaminated Raydric,20367,185,2372683,16947700,11863400,Large,DemiHuman,Dark3,False
Contaminated Raydric Archer,20368,184,2355718,16826600,11778600,Medium,Demon,Dark3,False
Frozen Gargoyle,20369,186,2377139,16979600,11885700,Medium,Demon,Water3,False
Contaminated Sting,20370,187,2297907,16413600,11489500,Medium,Formless,Earth3,False
Prison Breaker,20371,186,2375279,16966300,11876400,Small,Undead,Undead2,False
Rigid Blazer,20372,178,1222580,13841600,9689100,Medium,Demon,Neutral2,False
Rigid Nightmare Terror,20373,179,1223377,13848900,9694200,Large,Demon,Dark3,False
Rigid Sky Deleter,20374,174,1186915,13517400,9462200,Medium,Dragon,Neutral2,False
Rigid Earth Deleter,20375,173,1178369,13439700,9407800,Medium,Dragon,Neutral2,False
Rigid Explosion,20376,171,1157859,13253300,9277300,Small,Brute,Neutral2,False
Rigid Kaho,20377,173,1173468,13395200,9376600,Medium,Demon,Dark2,False
Rigid Lava Golem,20378,177,1229661,13906000,9734200,Large,Formless,Neutral2,False
Ice Ghost,20379,189,2418315,17273700,12091600,Medium,Demon,Water3,False
Flame Ghost,20380,189,2410282,17216300,12051400,Medium,Demon,Fire3,False
R48-85-Bestia,20381,174,8885000,400150000,300450000,Large,Brute,Neutral4,False
Twin Caput,20382,125,41735,0,0,Medium,DemiHuman,Dark2,False
King Schmitd Von Walter,20386,175,9200000,259875000,606375000,Medium,DemiHuman,Neutral3,False
King Schmitd Von Walter,20387,175,45000000,259875000,606375000,Medium,DemiHuman,Neutral4,False
Khalitzburg Knight,20388,110,46350,2086200,2014700,Medium,DemiHuman,Undead1,False
Khalitzburg Knight,20389,175,946350,6286200,6214700,Medium,DemiHuman,Undead1,False
White Knight,20390,111,58650,4377900,4401300,Large,DemiHuman,Holy1,False
White Knight,20391,175,922000,10377900,10401300,Large,DemiHuman,Holy1,False
Fallen Maid,20392,110,68145,1063000,1022200,Medium,Demon,Neutral2,False
Dark Knight,20394,175,1152000,7334800,6351100,Large,Undead,Dark4,False
Guardian Stone,20400,90,2000000,0,0,Small,Formless,Neutral1,False
Guardian Stone,20401,90,2000000,0,0,Small,Formless,Neutral1,False
Emperium,20402,90,68430,0,0,Small,Angel,Holy1,False
Rigid Muspellskoll,20419,188,55620000,970605000,679423500,Large,Demon,Fire3,False
Contaminated Wanderer,20420,187,2387582,17054200,11937900,Medium,Demon,Wind2,False
Contaminated Spider Queen,20421,195,74530159,1492469500,1044728600,Large,Demon,Dark3,False
Contaminated Dark Lord,20422,194,74289189,1489536400,1042675500,Large,Demon,Undead4,False
White Lady,20423,1,1,0,0,Large,Formless,Ghost4,False
Moonlight,20424,1,1,0,0,Large,Formless,Ghost4,False
Phreeoni,20425,1,1,0,0,Large,Formless,Ghost4,False
Cursed Flame,20426,175,10000,0,0,Small,Formless,Neutral1,False
Cursed Flame,20427,175,10000,0,0,Small,Formless,Neutral1,False
Cursed Flame,20428,175,10000,0,0,Small,Formless,Neutral1,False
GA Stance 1,20430,250,123456789,133700,133700,Small,Formless,Ghost3,False
GA Stance 2,20431,250,123456789,133700,133700,Small,Formless,Ghost3,False
GA Stance 3,20432,250,123456789,133700,133700,Small,Formless,Ghost3,False
GA Stance 4,20433,250,123456789,133700,133700,Small,Formless,Ghost3,False
GA Stance 5,20434,250,123456789,133700,133700,Small,Formless,Ghost3,False
GA Stance 6,20435,250,123456789,133700,133700,Small,Formless,Ghost3,False
Tormented Soul,20436,99,30000000,0,0,Medium,Formless,Ghost4,False
Bone Ferus,20516,206,3474420,98629300,14323200,Large,Undead,Undead4,False
Bone Acidus,20517,205,3491700,103423200,13478500,Large,Undead,Undead4,False
Chaotic Baphomet,20520,178,21278744,425574900,297902400,Large,Demon,Dark3,False
Chaotic Andrea,20521,177,1057444,9614000,6729800,Medium,DemiHuman,Holy3,False
Chaotic Anes,20522,177,1056411,9603700,6722600,Medium,DemiHuman,Neutral3,False
Chaotic Silvano,20523,177,1057650,9615000,6730500,Medium,DemiHuman,Neutral3,False
Chaotic Cecilia,20524,177,1057547,9614000,6729800,Medium,DemiHuman,Neutral3,False
Chaotic Baphomet Jr.,20525,177,1057444,9616100,6729200,Small,Demon,Dark1,False
Chaotic Side Winder,20526,176,1051983,19127000,13388800,Medium,Brute,Poison1,False
Chaotic Hunter Fly,20527,175,1045087,9500800,6650600,Small,Insect,Wind2,False
Chaotic Mantis,20528,174,1039216,9447400,6613200,Medium,Insect,Earth1,False
Chaotic Ghostring,20529,173,1033446,9395000,6576500,Medium,Demon,Ghost4,False
Chaotic Killer Mantis,20530,177,1058167,9619700,6737800,Medium,Insect,Earth1,False
Chaotic Poporing,20531,173,1032638,9387600,6571300,Medium,Plant,Poison1,False
Chaotic Stem Worm,20532,172,1027071,9337000,6535900,Medium,Plant,Wind1,False
Chaotic Baphomet Jr.,20533,177,1057444,0,0,Small,Demon,Dark1,False
Valkyrie,20534,141,8050000,1000000,1000000,Large,Angel,Holy4,False
Valkyrie,20535,141,8050000,1000000,1000000,Large,Angel,Holy4,False
Nameless Swordsman,20536,180,75910088,105440000,186000000,Medium,DemiHuman,Fire2,False
Nameless Swordman,20537,178,1519762,522900,446100,Medium,DemiHuman,Fire2,False
Nameless Acolyte,20538,176,1500486,486000,454500,Medium,DemiHuman,Holy2,False
Nameless Merchant,20539,175,1507840,489500,490900,Medium,DemiHuman,Earth3,False
Eremes Guille,20540,170,100,0,0,Medium,Formless,Neutral1,False
Rekenber Gunman,20541,174,1485755,1010300,757700,Medium,DemiHuman,Neutral2,False
Rekenber Guard,20542,173,1475486,920700,690500,Medium,DemiHuman,Neutral2,False
Rekenber Scientist,20543,172,1469107,920700,690500,Medium,DemiHuman,Neutral3,False
Red Mineral,20558,190,2435702,0,0,Large,Formless,Neutral4,False
Purple Mineral,20559,190,2435543,0,0,Large,Formless,Neutral4,False
Green Mineral,20560,190,2435702,0,0,Large,Formless,Neutral4,False
White Mineral,20561,190,2436177,0,0,Large,Formless,Neutral4,False
Hidden Mob,20562,170,100,0,0,Medium,Formless,Neutral1,False
Hidden Mob 11,20569,185,100000,0,0,Small,Formless,Ghost4,False
Orc Hero,20571,1,1,0,0,Large,Formless,Ghost4,False
Himmelmez's Phantom,20572,195,450000000,229132400,219702400,Medium,Angel,Holy3,False
Amdarais's Phantom,20573,192,450000000,229132400,219702400,Large,Demon,Dark3,False
Mutated White Knight,20574,188,2450483,31506000,22054200,Large,Undead,Dark3,False
Prime Corruption Root,20575,190,36760359,119990600,100847800,Large,Demon,Earth3,False
Mutated Khalitzburg,20576,185,2401358,27015300,18910600,Medium,Undead,Dark3,False
Cursed Raydric,20577,182,2362114,25308300,17715900,Medium,DemiHuman,Dark2,False
Cursed Raydric Archer,20578,182,2362114,19977500,10533400,Medium,Undead,Dark2,False
Thorn,20581,185,10,0,0,Small,Demon,Dark4,False
Hidden Mob 8,20582,185,100000,0,0,Small,Formless,Ghost4,False
Mutated White Knight,20583,185,2401358,0,0,Medium,Undead,Dark3,False
Mutated Khalitzburg,20584,185,2401358,0,0,Medium,Undead,Dark3,False
Cursed Raydric Archer,20585,182,2362114,0,0,Medium,Undead,Dark2,False
Poisonous,20592,188,2407086,17193500,12035400,Medium,Formless,Ghost4,False
Toxious,20593,188,2407556,17196800,12037800,Medium,Formless,Ghost4,False
Green Mineral,20594,190,2435702,17397900,12178500,Large,Formless,Neutral4,False
Red Mineral,20595,190,2435702,17397900,12178500,Large,Formless,Neutral4,False
White Mineral,20596,190,2436177,17401300,12180900,Large,Formless,Neutral4,False
Purple Mineral,20597,190,2435543,17396700,12177700,Large,Formless,Neutral4,False
Jewelry Ant,20598,191,2445656,17469000,12228300,Medium,Insect,Neutral4,False
Jewelry Ant,20599,191,2445656,0,0,Medium,Insect,Neutral4,False
Jewel,20600,192,100,0,0,Large,Formless,Neutral4,False
Jeweled Ungoliant,20601,197,37847096,370336400,189235500,Large,Insect,Neutral4,False
White Porcellio,20602,188,2403326,17166600,12016600,Small,Insect,Earth4,False
Abyssman,20603,190,2428577,17347000,12142900,Large,Brute,Neutral4,False
Angelgolt,20604,196,2634990,17925100,12547600,Small,Angel,Holy4,False
Angelgolt,20605,196,2634476,17921600,12545100,Small,Angel,Holy4,False
Holy Frus,20606,201,2700802,18372800,12861000,Medium,Angel,Holy4,False
Holy Skogul,20607,202,2714947,18469000,12928300,Medium,Angel,Holy4,False
Arch Plasma,20608,198,7588702,59625500,41737900,Small,Formless,Holy4,False
Spectrum Plasma,20609,197,7549720,59319200,41523400,Small,Formless,Ghost4,False
Valkyrie Reginleif,20610,207,79619337,570040300,399028200,Large,Angel,Fire4,False
Valkyrie Ingrid,20611,207,75393148,568413800,397889700,Large,Angel,Water4,False
Purple Ferus,20612,202,3404262,24316200,17021300,Large,Dragon,Poison4,False
Treasure Mimic,20613,204,3436608,24547200,17183000,Large,Formless,Neutral4,False
Black Acidus,20614,205,3455504,24682200,17277500,Large,Dragon,Dark4,False
Silver Acidus,20615,205,3456051,24682200,17277500,Large,Dragon,Ghost4,False
Bone Ferus,20616,206,3474420,24817300,17372100,Large,Undead,Undead4,False
Bone Acidus,20617,207,3491700,24940700,17458500,Large,Undead,Undead4,False
Bone Detale,20618,209,88466828,615090800,430563600,Large,Undead,Undead4,False
Gloom Under Night,20619,1,30,0,0,Small,Formless,Water1,False
Red Pepper,20620,135,9500000,64010600,50024500,Medium,Formless,Fire3,False
Greater Red Pepper,20621,185,300000000,401010600,110024500,Medium,Formless,Dark3,False
Assistant Researcher,20622,137,238512,4143200,3304500,Medium,Formless,Neutral2,False
Assistant Researcher,20623,187,2398802,12143200,9133400,Medium,Formless,Neutral2,False
Dry Rafflesia,20624,140,248245,3145500,2012200,Small,Plant,Earth2,False
Greater Dry Rafflesia,20625,190,2908909,10104400,8743200,Small,Plant,Earth2,False
Special Alnoldi,20626,143,255483,3268000,1960000,Medium,Plant,Earth2,False
Greater Special Alnoldi,20627,193,2954324,12368000,9460000,Medium,Plant,Earth2,False
Broken Beta,20630,145,261170,2694400,1645800,Medium,Formless,Neutral2,False
Broken Gardener Beta,20631,135,234017,2694400,1645800,Medium,Formless,Fire2,False
Greater Broken Gardener Beta,20632,185,2379158,8694400,8645800,Medium,Formless,Fire2,False
Broken Beta,20633,145,147134,2332100,1443200,Medium,Formless,Neutral2,False
Broken Cleaner Beta,20634,144,150304,6394300,3345500,Medium,Formless,Neutral2,False
Bath Manager,20635,145,150690,8694400,8645800,Medium,Formless,Fire2,False
Bath Manager,20636,145,150304,8694400,8645800,Medium,Formless,Fire2,False
Broken Warehouse Manager,20637,186,1900983,4355400,2100000,Small,DemiHuman,Neutral2,False
Broken Guard Beta,20639,186,1909523,4144100,2655100,Medium,Formless,Wind2,False
Broken Cleaning Robot,20640,130,182967,2651500,1464000,Small,Formless,Neutral2,False
Broken Cleaning Robot,20641,175,1200685,3755100,2322100,Small,Formless,Neutral2,False
Sweetie,20642,139,5011304,21380000,10220000,Medium,DemiHuman,Neutral3,False
Boiling Phen,20643,139,133096,1239000,1610400,Medium,Fish,Water2,False
Boiling Marc,20644,137,132060,1233300,555300,Medium,Fish,Water2,False
Boiling Sword Fish,20645,138,133151,1444300,1088500,Large,Fish,Water2,False
Boiling Piranha,20646,138,133024,1945400,1222100,Large,Fish,Water3,False
Azure Princess,20647,141,1823441,8694400,8645800,Medium,Demon,Water3,False
Boss Meow,20648,168,19298694,141334300,44333300,Small,Plant,Fire3,False
Red Pitaya,20649,162,648023,4077200,2529900,Small,Brute,Fire1,False
Yellow Pitaya,20650,164,658607,4344300,2744300,Small,Brute,Wind1,False
Bue Pitaya,20651,165,662911,4422100,2433200,Small,Brute,Water1,False
Violet Pitaya,20652,165,665510,4722100,2133200,Small,Brute,Poison1,False
Green Pitaya,20653,166,668381,4133200,1774300,Small,Brute,Earth1,False
Red Pitaya,20654,162,648023,0,0,Small,Brute,Fire1,False
Yellow Pitaya,20655,164,658607,0,0,Small,Brute,Wind1,False
Bue Pitaya,20656,165,662911,0,0,Small,Brute,Water1,False
Violet Pitaya,20657,165,665510,0,0,Small,Brute,Poison1,False
Green Pitaya,20658,166,668381,0,0,Small,Brute,Earth1,False
Boss Meow,20659,138,7221377,101334300,34333300,Small,Plant,Fire3,False
Red Pitaya,20660,132,158478,2077200,1529900,Small,Brute,Fire1,False
Yellow Pitaya,20661,134,162599,2047200,1549900,Small,Brute,Wind1,False
Bue Pitaya,20662,135,163655,3177200,1729900,Small,Brute,Water1,False
Violet Pitaya,20663,135,165308,2375400,1642100,Small,Brute,Poison1,False
Green Pitaya,20664,136,165105,3232100,1345600,Small,Brute,Earth1,False
Verporta,20665,136,239037,4244200,3455400,Medium,Insect,Poison2,False
Verporte,20666,186,2390934,11244200,9455400,Medium,Insect,Poison2,False
Silva Papilia,20667,145,7374707,101010600,40024500,Large,Plant,Dark3,False
Grand Papilia,20668,195,74730723,401010600,110024500,Large,Plant,Dark3,False
Papilla,20669,188,240713,4321100,3106700,Medium,Insect,Dark2,False
Greater Papilla,20670,188,2409593,14321100,8106700,Medium,Insect,Dark2,False
Papilla Ruba,20671,139,240372,4321100,3106700,Medium,Insect,Fire2,False
Greater Papilla Ruba,20672,190,3656403,14321100,8106700,Medium,Insect,Fire2,False
Papilla Ruba,20673,150,2409593,14321100,8106700,Small,Insect,Wind1,False
Papilla,20674,139,237484,4321100,3106700,Medium,Insect,Water3,False
Greater Papilla Cae,20675,190,2405191,14321100,8106700,Medium,Insect,Water3,False
Papilla Cae,20676,150,2409593,14321100,8106700,Small,Insect,Wind1,False
Aries,20677,140,36702,6682500,4175000,Medium,DemiHuman,Fire2,False
Greater Aries,20678,190,3656403,12682500,8175000,Medium,DemiHuman,Fire2,False
Guardian Component,20679,99,20,0,0,Medium,DemiHuman,Neutral1,False
Heart Hunter Skirmisher,20680,130,180367,1411600,1025600,Medium,DemiHuman,Neutral2,False
Heart Hunter Skirmisher,20682,176,1208485,3934300,2044300,Medium,DemiHuman,Dark2,False
Bookworm,20683,141,250264,4050000,4684000,Large,Insect,Earth2,False
Roaming Spellbook,20684,144,256849,2256500,1192300,Medium,Formless,Neutral3,False
Sewage Venenum,20685,142,290128,1455400,887400,Large,Demon,Dark2,False
Sewage Cramp,20686,140,285388,1744100,1022100,Small,Brute,Poison1,False
Sewage Waterfall,20687,141,287897,1333200,1002500,Medium,Formless,Poison2,False
Elite Bellare,20688,143,295508,2111600,1125600,Medium,DemiHuman,Ghost1,False
Magic-poisoned Dolor,20689,145,299350,1744500,1222100,Medium,DemiHuman,Ghost1,False
Unleashed Magic,20690,144,291046,3223200,1443300,Medium,Formless,Ghost2,False
Magic-poisoned Plaga,20691,192,2946697,18916500,13241700,Large,Demon,Poison3,False
Magic-poisoned Sanare,20692,194,2979073,19714200,13799900,Medium,DemiHuman,Holy2,False
Powerful Magic,20693,193,2961272,19124400,13386900,Medium,Formless,Ghost3,False
Sharp Magic,20694,193,2960243,19707200,13795100,Medium,Formless,Ghost3,False
Child Admin,20696,50,50000,200000,200000,Medium,Formless,Ghost3,False
Child Admin,20697,50,50000,200000,200000,Medium,Formless,Ghost3,False
Heart Hunter,20699,143,295508,2111600,1125600,Medium,DemiHuman,Ghost1,False
Deep Sea Sropho,20801,147,456823,3031400,2122000,Medium,Fish,Water3,False
Deep Sea Obeaune,20802,149,450238,3037800,2126500,Medium,Fish,Water2,False
Deep Sea Deviace,20803,150,488355,3135200,2194600,Medium,Fish,Water4,False
Deep Sea Marse,20804,149,475141,3016300,2111400,Small,Fish,Water2,False
Deep Sea Merman,20805,148,467534,3037800,2126500,Medium,DemiHuman,Water3,False
Deep Sea Sedora,20806,199,3075143,19167600,13417300,Medium,Fish,Wind3,False
Deep Sea Swordfish,20807,199,3197411,19982700,13987900,Large,Fish,Water3,False
Deep Sea Strouf,20808,145,3267419,19782800,13848000,Large,Fish,Water3,False
Deep Sea Phen,20809,199,3097158,19314400,13520100,Medium,Fish,Water2,False
Deep Sea King Dramoh,20810,205,3215698,20771300,14539900,Large,Fish,Water3,False
Deep Sea Kraken,20811,204,71711800,651925400,586732800,Large,Fish,Water4,False
Battle Warrior,20834,200,50000,71100,79800,Medium,DemiHuman,Earth2,False
Dual Cannon,20835,200,30000,70900,79800,Medium,DemiHuman,Fire2,False
Mother Net,20836,200,30000,70900,79800,Medium,DemiHuman,Fire2,False
Infinity,20837,200,50000,68900,77600,Medium,Plant,Fire3,False
Deep Sea Witch,20843,205,75746433,677044300,607333600,Large,Demon,Dark3,False
Hidden Mob 9,20846,185,100000,0,0,Small,Formless,Ghost4,False
Hidden Mob 10,20847,185,100000,0,0,Small,Formless,Ghost4,False
Wooden Warrior,20848,200,50000,71100,79800,Medium,DemiHuman,Earth2,False
Wooden Fairy,20849,200,30000,70900,79800,Medium,DemiHuman,Fire2,False
Creeper,20850,200,50000,68900,77600,Medium,Plant,Fire3,False
Hell Tree,20851,200,50000,68900,77600,Medium,Plant,Fire3,False
Deep Sea Sropho,20877,113,24002,193400,190000,Medium,Fish,Water2,False
Deep Sea Obeaune,20878,151,700000,110000,110000,Medium,Demon,Water3,False
Deep Sea Deviace,20879,60,3135,65800,74000,Medium,Fish,Water4,False
Deep Sea Marse,20880,95,120000,75000,75000,Small,Fish,Water2,False
Deep Sea Merman,20881,60,2940,61600,69200,Medium,DemiHuman,Water3,False
Deep Sea Sedora,20882,110,22050,185300,173900,Medium,Fish,Water2,False
Deep Sea Swordfish,20883,145,400000,100000,100000,Large,Fish,Water3,False
Deep Sea Strouf,20884,145,400000,100000,100000,Large,Fish,Water3,False
Deep Sea Phen,20885,158,284110,1239000,1610400,Medium,Fish,Water2,False
Rotten Tree,20886,236,11421722,44866500,30144500,Large,Plant,Dark4,False
Melted Poring,20887,230,7295524,41829700,28166500,Medium,Plant,Poison3,False
Grave Worm,20888,238,11797121,43600700,30456900,Large,Insect,Poison4,False
Brain Sucker,20889,235,10734022,48036400,32722800,Medium,Insect,Dark2,False
Mosquilo,20890,233,9358623,48778400,32792700,Medium,Insect,Wind3,False
Unknown Creature,20891,240,732318780,1486774600,867758800,Large,Formless,Neutral3,False
Sakray,20892,240,1840543445,245455600,183780000,Medium,DemiHuman,Fire4,False
Tiara,20893,240,1280400838,215455600,163780000,Medium,Undead,Holy3,False
Undead Knight,20894,234,11435423,36654400,24314700,Large,Undead,Undead1,False
Undead Soldier,20895,230,11282935,34106500,30065400,Small,Undead,Undead4,False
Undead Archer,20896,233,11422240,30543300,26455500,Small,Undead,Undead4,False
Undead Wizard,20897,238,11671994,30976600,25534300,Small,DemiHuman,Ghost4,False
Undead Magician,20898,235,11520638,32143400,20966600,Small,Undead,Dark4,False
Undead Noble,20899,239,11723545,35153300,30873400,Small,DemiHuman,Undead4,False
Undead Servant,20900,234,11482495,33143400,28654300,Small,Undead,Undead4,False
Mutant Chimera Rabiter,20920,243,9064251,24433300,21444300,Small,Formless,Fire3,False
Mutant Chimera Fulgor,20921,244,8900729,24350100,23103200,Medium,Brute,Water3,False
Mutant Chimera Napeo,20922,244,8700729,21415000,24342100,Medium,Plant,Wind3,False
Mutant Chimera Galensis,20923,244,9300729,22372000,21111000,Medium,DemiHuman,Earth3,False
Mutant Chimera Amitera,20924,227,5814712,23108000,25121500,Medium,Brute,Earth3,False
Mutant Chimera Litus,20925,228,6140768,24353500,24333300,Medium,DemiHuman,Wind3,False
Mutant Chimera Fillia,20926,229,5766824,25700500,21281000,Medium,Brute,Fire3,False
Mutant Chimera Vanilaqus,20927,230,6092880,25585300,21173900,Medium,Formless,Water3,False
Mutant Chimera Theone,20928,245,334435343,816000000,780000000,Large,Formless,Neutral3,False
Giant Caput,20929,213,4439942,21744100,21022100,Large,Formless,Neutral2,False
Dolorian,20930,214,4660787,21744500,21222100,Medium,DemiHuman,Poison3,False
Plagarion,20931,215,4881632,24256500,22192300,Large,Demon,Neutral2,False
Deadre,20932,214,3732100,23655400,21455400,Medium,DemiHuman,Dark2,False
Venedi,20933,213,4439942,21455400,22887400,Large,Demon,Dark2,False
R001-Bestia,20934,215,37957533,801010600,240024500,Large,Brute,Dark2,False
Gan Ceann,20935,215,4681632,25848600,18154800,Medium,Formless,Neutral1,False
Disguiser,20936,254,8965513,22323300,16744500,Medium,Demon,Undead2,False
Brutal Murderer,20937,214,4960787,27244400,17224400,Large,DemiHuman,Neutral2,False
Ghost Cube,20938,213,4439942,33063100,22564300,Small,Undead,Undead1,False
Lude Gal,20939,213,4439942,33020100,23114000,Small,Undead,Undead2,False
Blue Moon Loli Ruri,20940,255,9301992,27905400,20934300,Large,Demon,Dark4,False
Grote,20941,253,9929035,29754300,25334200,Large,Demon,Dark1,False
Pierrotzoist,20942,255,9701992,27654300,20153300,Small,Demon,Dark2,False
